id,hanzi,pinyin,pos,hanviet,vi,created_at,lesson_label,count_done,count_target,cau_truc,ket_hop,nghia,dong_am,gan_nghia,course
biz-分为,分为,fēnwéi,动,Phân vi,"chia thành, phân thành",2026-06-14 08:27:45.888324+00,Bài 6,0,10,,,,,,biz
biz-分享,分享,fēnxiǎng,动,Phân hưởng,"chia sẻ, cùng thưởng thức",2026-06-14 08:28:46.967238+00,Bai 8,0,10,,,,,,biz
biz-分成,分成,fēnchéng,动,Phân thành,"chia thành, tách thành",2026-06-14 08:28:02.412587+00,Bài 6,0,10,,,,,,biz
biz-分清,分清,fēnqīng,动,Phân thanh,"phân biệt rõ, làm rõ",2026-06-14 08:29:19.335297+00,Bai 9,0,10,,,,,,biz
biz-分类,分类,fēnlèi,动,Phân loại,"phân loại, sắp xếp theo loại",2026-06-14 08:28:20.760754+00,Bai 8,0,10,,,,,,biz
biz-分配,分配,fēnpèi,动,Phân phối,"phân phối, phân bổ",2026-06-14 08:28:20.89559+00,Bai 8,0,10,,,,,,biz
biz-切中要害,切中要害,qiēzhòng yàohài,短,Thiết trúng yếu hại,"đúng trọng tâm, trúng yếu điểm",2026-06-14 08:28:14.95927+00,Bài 6,0,10,,,,,,biz
biz-切记,切记,qièjì,动,Thiết ký,"hãy nhớ kỹ, ghi nhớ",2026-06-14 08:29:15.642613+00,Bai 9,0,10,,,,,,biz
biz-创建,创建,chuàngjiàn,动,Sáng kiến,"thành lập, xây dựng tạo mới",2026-06-14 08:28:38.199612+00,Bai 8,0,10,,,,,,biz
biz-创造,创造,chuàngzào,动,Sáng tạo,"sáng tạo, tạo ra",2026-06-14 08:29:17.398327+00,Bai 9,0,10,,,,,,biz
biz-初期,初期,chūqī,名,Sơ kỳ,"giai đoạn đầu, ban đầu",2026-06-14 08:29:05.537439+00,Bai 9,0,10,,,,,,biz
biz-初次见面,初次见面,chūcì jiànmiàn,短,Sơ thứ kiến diện,lần đầu gặp mặt,2026-06-14 08:28:37.452377+00,Bai 8,0,10,,,,,,biz
biz-利用,利用,lìyòng,动,Lợi dụng,"sử dụng, tận dụng",2026-06-14 08:27:45.386695+00,Bài 6,0,10,,,,,,biz
biz-利益,利益,lìyì,名,Lợi ích,"lợi ích, quyền lợi",2026-06-14 08:28:44.457097+00,Bai 8,0,10,,,,,,biz
biz-制定,制定,zhìdìng,动,Chế định,"đặt ra, ban hành quy định",2026-06-14 08:28:14.714561+00,Bài 6,0,10,,,,,,biz
biz-制度,制度,zhìdù,名,Chế độ,"chế độ, thể chế",2026-06-14 08:29:47.036118+00,Bài 10,0,10,,,,,,biz
biz-前提,前提,qiántí,名,tiền đề,"điều kiện tiên quyết, tiền đề",2026-06-14 08:28:44.584159+00,Bai 8,0,10,,,,,,biz
biz-前面,前面,qiánmiàn,名,tiền diện,"phía trước, mặt trước",2026-06-14 08:28:27.797133+00,Bai 8,0,10,,,,,,biz
biz-剩余,剩余,shèngyú,动,thặng dư,"còn lại, dư thừa",2026-06-14 08:28:32.831829+00,Bai 8,0,10,,,,,,biz
biz-功能,功能,gōngnéng,名,công năng,"chức năng, tính năng",2026-06-14 08:28:52.36464+00,Bai 9,0,10,,,,,,biz
biz-加上,加上,jiāshàng,动,gia thượng,"thêm vào, cộng thêm",2026-06-14 08:29:31.449062+00,Bài 10,0,10,,,,,,biz
biz-动机,动机,dòngjī,名,động cơ,"động cơ, mục đích",2026-06-14 08:28:05.936151+00,Bài 6,0,10,,,,,,biz
biz-助理,助理,zhùlǐ,名,trợ lý,"trợ lý, người phụ giúp",2026-06-14 08:28:15.719912+00,Bai 8,0,10,,,,,,biz
biz-包装,包装,bāozhuāng,名,bao trang,"bao bì, đóng gói",2026-06-14 08:27:53.482276+00,Bài 6,0,10,,,,,,biz
biz-匹配,匹配,pǐpèi,动,thất phối,"phù hợp, tương xứng",2026-06-14 08:28:53.715575+00,Bai 9,0,10,,,,,,biz
biz-午餐,午餐,wǔcān,名,ngọ xan,bữa trưa,2026-06-14 08:27:50.188532+00,Bài 6,0,10,,,,,,biz
biz-半年,半年,bànnián,名,bán niên,nửa năm,2026-06-14 08:29:01.232911+00,Bai 9,0,10,,,,,,biz
biz-博士,博士,bóshì,名,bác sĩ,"tiến sĩ, học vị cao nhất",2026-06-14 08:28:18.674696+00,Bai 8,0,10,,,,,,biz
biz-卡内基,卡内基,Kǎnèijī,名,tạp nội cơ,"Carnegie, tên người/tổ chức",2026-06-14 08:28:31.956601+00,Bai 8,0,10,,,,,,biz
biz-印在,印在,yìn zài,动,ấn tại,"in lên, in trên",2026-06-14 08:29:44.930238+00,Bài 10,0,10,,,,,,biz
biz-印象,印象,yìnxiàng,名,ấn tượng,"ấn tượng, cảm nhận",2026-06-14 08:28:37.94643+00,Bai 8,0,10,,,,,,biz
biz-即可,即可,jíkě,副,tức khả,"liền được, là xong",2026-06-14 08:27:56.90121+00,Bài 6,0,10,,,,,,biz
biz-厂家,厂家,chǎngjiā,名,xưởng gia,"nhà sản xuất, xưởng",2026-06-14 08:29:32.554429+00,Bài 10,0,10,,,,,,biz
biz-压力,压力,yālì,名,áp lực,"áp lực, sức ép",2026-06-14 08:27:49.826888+00,Bài 6,0,10,,,,,,biz
biz-厌恶,厌恶,yàn wù,动,yếm ố,"ghét, chán ghét,嫌恶",2026-06-14 08:29:10.843314+00,Bai 9,0,10,,,,,,biz
biz-原则,原则,yuán zé,名,nguyên tắc,"nguyên tắc, quy tắc",2026-06-14 08:28:20.273326+00,Bai 8,0,10,,,,,,biz
biz-原则上,原则上,yuán zé shàng,副,nguyên tắc thượng,về mặt nguyên tắc,2026-06-14 08:29:35.367965+00,Bài 10,0,10,,,,,,biz
biz-原材料,原材料,yuán cái liào,名,nguyên tài liệu,nguyên liệu thô,2026-06-14 08:29:31.959488+00,Bài 10,0,10,,,,,,biz
biz-原来,原来,yuán lái,副,nguyên lai,"vốn dĩ, hóa ra",2026-06-14 08:29:32.267209+00,Bài 10,0,10,,,,,,biz
biz-去年,去年,qù nián,名,khứ niên,năm ngoái,2026-06-14 08:29:31.707469+00,Bài 10,0,10,,,,,,biz
biz-参加,参加,cān jiā,动,tham gia,"tham gia, tham dự",2026-06-14 08:28:16.947788+00,Bai 8,0,10,,,,,,biz
biz-参数,参数,cān shù,名,tham số,"tham số, thông số",2026-06-14 08:28:35.829732+00,Bai 8,0,10,,,,,,biz
biz-参观,参观,cān guān,动,tham quan,"tham quan, thăm quan",2026-06-14 08:28:16.096002+00,Bai 8,0,10,,,,,,biz
biz-友好,友好,yǒu hǎo,形,hữu hảo,"thân thiện, hữu nghị",2026-06-14 08:29:13.986309+00,Bai 9,0,10,,,,,,biz
biz-双向,双向,shuāng xiàng,形,song hướng,"hai chiều, song hướng",2026-06-14 08:28:55.199423+00,Bai 9,0,10,,,,,,biz
biz-双方,双方,shuāng fāng,名,song phương,"hai bên, cả hai phía",2026-06-14 08:28:40.757258+00,Bai 8,0,10,,,,,,biz
biz-反感,反感,fǎn gǎn,动,phản cảm,"phản cảm, khó chịu, ghét",2026-06-14 08:29:20.562821+00,Bai 9,0,10,,,,,,biz
biz-反映,反映,fǎn yìng,动,phản ánh,"phản ánh, phản chiếu",2026-06-14 08:29:00.729198+00,Bai 9,0,10,,,,,,biz
biz-反馈,反馈,fǎn kuì,名,phản hồi,"phản hồi, feedback",2026-06-14 08:27:43.11172+00,Bài 6,0,10,,,,,,biz
biz-反驳,反驳,fǎn bó,动,phản bác,"phản bác, bác bỏ",2026-06-14 08:29:41.021066+00,Bài 10,0,10,,,,,,biz
biz-发出,发出,fā chū,动,phát xuất,"phát ra, gửi đi",2026-06-14 08:29:43.875778+00,Bài 10,0,10,,,,,,biz
biz-发放,发放,fā fàng,动,phát phóng,"phát, cấp phát",2026-06-14 08:28:04.429292+00,Bài 6,0,10,,,,,,biz
biz-发生,发生,fā shēng,动,phát sinh,"xảy ra, phát sinh",2026-06-14 08:28:31.08978+00,Bai 8,0,10,,,,,,biz
biz-发票,发票,fā piào,名,phát phiếu,hóa đơn,2026-06-14 08:28:27.190096+00,Bai 8,0,10,,,,,,biz
biz-发表意见,发表意见,fā biǎo yì jiàn,语,phát biểu ý kiến,phát biểu ý kiến,2026-06-14 08:28:02.158525+00,Bài 6,0,10,,,,,,biz
biz-取决于,取决于,qǔ jué yú,动,thủ quyết ư,"phụ thuộc vào, tùy thuộc",2026-06-14 08:28:32.953015+00,Bai 8,0,10,,,,,,biz
biz-受欢迎,受欢迎,shòu huān yíng,动,thụ hoan nghênh,"được chào đón, phổ biến",2026-06-14 08:29:42.076523+00,Bài 10,0,10,,,,,,biz
biz-受访人,受访人,shòu fǎng rén,名,thụ phỏng nhân,người được phỏng vấn,2026-06-14 08:27:51.547939+00,Bài 6,0,10,,,,,,biz
biz-受访者,受访者,shòu fǎng zhě,名,thụ phỏng giả,người được phỏng vấn,2026-06-14 08:27:54.51478+00,Bài 6,0,10,,,,,,biz
biz-受限于,受限于,shòu xiàn yú,动,thụ hạn ư,bị giới hạn bởi,2026-06-14 08:28:09.978893+00,Bài 6,0,10,,,,,,biz
biz-变化,变化,biàn huà,名,biến hóa,"sự thay đổi, biến đổi",2026-06-14 08:29:36.769516+00,Bài 10,0,10,,,,,,biz
biz-变异,变异,biàn yì,名,biến dị,"biến dị, đột biến",2026-06-14 08:29:08.033516+00,Bai 9,0,10,,,,,,biz
biz-口碑,口碑,kǒu bēi,名,khẩu bi,"tiếng tăm, danh tiếng",2026-06-14 08:29:46.904475+00,Bài 10,0,10,,,,,,biz
biz-只能,只能,zhǐnéng,副,chỉ năng,chỉ có thể,2026-06-14 08:28:57.635079+00,Bai 9,0,10,,,,,,biz
biz-可以,可以,kěyǐ,动,khả dĩ,"có thể, được phép",2026-06-14 08:27:55.279616+00,Bài 6,0,10,,,,,,biz
biz-可用,可用,kěyòng,形,khả dụng,"có thể dùng, khả dụng",2026-06-14 08:29:41.145633+00,Bài 10,0,10,,,,,,biz
biz-可行,可行,kěxíng,形,khả hành,"khả thi, có thể thực hiện",2026-06-14 08:27:49.340047+00,Bài 6,0,10,,,,,,biz
biz-可行性,可行性,kěxíngxìng,名,khả hành tính,tính khả thi,2026-06-14 08:28:08.084238+00,Bài 6,0,10,,,,,,biz
biz-可调,可调,kětiáo,形,khả điều,có thể điều chỉnh,2026-06-14 08:29:04.783313+00,Bai 9,0,10,,,,,,biz
biz-合作,合作,hézuò,动,hợp tác,"hợp tác, cùng làm",2026-06-14 08:27:56.40352+00,Bài 6,0,10,,,,,,biz
biz-合作伙伴,合作伙伴,hézuòhuǒbàn,名,hợp tác hoả bạn,đối tác hợp tác,2026-06-14 08:29:35.116211+00,Bài 10,0,10,,,,,,biz
biz-合作愉快,合作愉快,hézuòyúkuài,语,hợp tác dũ khoái,hợp tác vui vẻ,2026-06-14 08:29:34.853485+00,Bài 10,0,10,,,,,,biz
biz-合格,合格,hégé,形,hợp cách,"đạt tiêu chuẩn, đủ điều kiện",2026-06-14 08:28:25.491948+00,Bai 8,0,10,,,,,,biz
biz-合理,合理,hélǐ,形,hợp lý,"hợp lý, có lý",2026-06-14 08:27:52.987627+00,Bài 6,0,10,,,,,,biz
biz-同意,同意,tóngyì,动,đồng ý,"đồng ý, tán thành",2026-06-14 08:29:23.450664+00,Bai 9,0,10,,,,,,biz
biz-同时,同时,tóngshí,副,đồng thời,"đồng thời, cùng lúc",2026-06-14 08:28:14.837093+00,Bài 6,0,10,,,,,,biz
biz-同理,同理,tónglǐ,副,đồng lý,"cùng lý, tương tự",2026-06-14 08:28:48.204833+00,Bai 8,0,10,,,,,,biz
biz-同类,同类,tónglèi,名,đồng loại,"cùng loại, đồng loại",2026-06-14 08:28:58.65899+00,Bai 9,0,10,,,,,,biz
biz-同类产品,同类产品,tónglèichǎnpǐn,短,đồng loại sản phẩm,sản phẩm cùng loại,2026-06-14 08:29:02.220892+00,Bai 9,0,10,,,,,,biz
biz-名声,名声,míngshēng,名,danh thanh,"danh tiếng, tiếng tăm",2026-06-14 08:27:45.142714+00,Bài 6,0,10,,,,,,biz
biz-名牌大学,名牌大学,míngpáidàxué,名,danh bài đại học,"đại học danh tiếng, trường nổi tiếng",2026-06-14 08:28:19.045804+00,Bai 8,0,10,,,,,,biz
biz-否定,否定,fǒudìng,动,phủ định,"phủ định, bác bỏ",2026-06-14 08:29:40.47331+00,Bài 10,0,10,,,,,,biz
biz-否认,否认,fǒurèn,动,phủ nhận,"phủ nhận, không thừa nhận",2026-06-14 08:29:33.32161+00,Bài 10,0,10,,,,,,biz
biz-含笑,含笑,hánxiào,动,hàm tiếu,"mỉm cười, ngậm cười",2026-06-14 08:29:18.148617+00,Bai 9,0,10,,,,,,biz
biz-听话者,听话者,tīng huà zhě,名,thính thoại giả,"người nghe, thính giả",2026-06-14 08:29:15.01221+00,Bai 9,0,10,,,,,,biz
biz-听说,听说,tīng shuō,动,thính thuyết,"nghe nói, nghe đồn",2026-06-14 08:28:56.2988+00,Bai 9,0,10,,,,,,biz
biz-听闻,听闻,tīng wén,动,thính văn,"nghe thấy, nghe biết",2026-06-14 08:29:27.729441+00,Bài 10,0,10,,,,,,biz
biz-告诉您,告诉您,gào su nín,语,cáo tố nín,"thưa với ngài, nói với bạn",2026-06-14 08:28:55.685593+00,Bai 9,0,10,,,,,,biz
biz-员工,员工,yuán gōng,名,viên công,"nhân viên, công nhân viên",2026-06-14 08:28:21.646759+00,Bai 8,0,10,,,,,,biz
biz-周到,周到,zhōu dào,形,chu đáo,"chu đáo, tỉ mỉ, cẩn thận",2026-06-14 08:28:23.005831+00,Bai 8,0,10,,,,,,biz
biz-周围,周围,zhōu wéi,名,chu vi,"xung quanh, chung quanh",2026-06-14 08:29:20.440644+00,Bai 9,0,10,,,,,,biz
biz-周围环境,周围环境,zhōu wéi huán jìng,名,chu vi hoàn cảnh,môi trường xung quanh,2026-06-14 08:29:20.074842+00,Bai 9,0,10,,,,,,biz
biz-和谐,和谐,hé xié,形,hòa hài,"hài hòa, hòa thuận",2026-06-14 08:28:06.632399+00,Bài 6,0,10,,,,,,biz
biz-品位,品位,pǐn wèi,名,phẩm vị,"phẩm vị, đẳng cấp thẩm mỹ",2026-06-14 08:28:39.294332+00,Bai 8,0,10,,,,,,biz
biz-品保部,品保部,pǐn bǎo bù,名,phẩm bảo bộ,phòng đảm bảo chất lượng,2026-06-14 08:28:25.116013+00,Bai 8,0,10,,,,,,biz
biz-品味,品味,pǐn wèi,动,phẩm vị,"thưởng thức, cảm nhận tinh tế",2026-06-14 08:29:37.64681+00,Bài 10,0,10,,,,,,biz
biz-品牌,品牌,pǐn pái,名,phẩm bài,"thương hiệu, nhãn hiệu",2026-06-14 08:28:54.332208+00,Bai 9,0,10,,,,,,biz
biz-唯一,唯一,wéi yī,形,duy nhất,"duy nhất, chỉ một",2026-06-14 08:29:06.655974+00,Bai 9,0,10,,,,,,biz
biz-商业,商业,shāng yè,名,thương nghiệp,"thương mại, kinh doanh",2026-06-14 08:29:38.257857+00,Bài 10,0,10,,,,,,biz
biz-商业中心,商业中心,shāng yè zhōng xīn,名,thương nghiệp trung tâm,trung tâm thương mại,2026-06-14 08:27:47.713797+00,Bài 6,0,10,,,,,,biz
biz-商务活动,商务活动,shāng wù huó dòng,名,thương vụ hoạt động,hoạt động kinh doanh thương mại,2026-06-14 08:29:34.987067+00,Bài 10,0,10,,,,,,biz
biz-商场,商场,shāng chǎng,名,thương trường,"trung tâm mua sắm, thương trường",2026-06-14 08:27:48.714526+00,Bài 6,0,10,,,,,,biz
biz-商讨,商讨,shāng tǎo,动,thương thảo,"thảo luận, bàn bạc cùng nhau",2026-06-14 08:27:55.664741+00,Bài 6,0,10,,,,,,biz
biz-商量,商量,shāng liang,动,thương lượng,"bàn bạc, thương lượng",2026-06-14 08:29:30.569064+00,Bài 10,0,10,,,,,,biz
biz-善于,善于,shàn yú,动,thiện ư,"giỏi về, có sở trường",2026-06-14 08:29:11.098421+00,Bai 9,0,10,,,,,,biz
biz-善意,善意,shàn yì,名,thiện ý,"thiện ý, lòng tốt",2026-06-14 08:28:48.008575+00,Bai 8,0,10,,,,,,biz
biz-善用,善用,shàn yòng,动,thiện dụng,"sử dụng khéo léo, tận dụng tốt",2026-06-14 08:29:09.149799+00,Bai 9,0,10,,,,,,biz
biz-喜好,喜好,xǐ hào,名,hỉ háo,"sở thích, điều ưa thích",2026-06-14 08:29:36.641366+00,Bài 10,0,10,,,,,,biz
biz-喜欢,喜欢,xǐ huān,动,hỉ hoan,"thích, yêu thích",2026-06-14 08:27:50.430707+00,Bài 6,0,10,,,,,,biz
biz-嘱咐,嘱咐,zhǔ fù,动,chúc phó,"dặn dò, căn dặn kỹ",2026-06-14 08:28:17.194172+00,Bai 8,0,10,,,,,,biz
biz-嘴唇,嘴唇,zuǐ chún,名,thủy thần,môi,2026-06-14 08:29:17.021966+00,Bai 9,0,10,,,,,,biz
biz-回头客,回头客,huí tóu kè,名,hồi đầu khách,khách hàng quay lại,2026-06-14 08:29:45.199387+00,Bài 10,0,10,,,,,,biz
biz-回来,回来,huí lái,动,hồi lai,"trở về, quay lại",2026-06-14 08:29:08.402609+00,Bai 9,0,10,,,,,,biz
biz-回答,回答,huí dá,动,hồi đáp,"trả lời, đáp lại",2026-06-14 08:28:01.275459+00,Bài 6,0,10,,,,,,biz
biz-因素,因素,yīn sù,名,nhân tố,"nhân tố, yếu tố",2026-06-14 08:29:38.125224+00,Bài 10,0,10,,,,,,biz
biz-国外市场,国外市场,guó wài shì chǎng,名,quốc ngoại thị trường,thị trường nước ngoài,2026-06-14 08:29:26.165476+00,Bài 10,0,10,,,,,,biz
biz-国家,国家,guó jiā,名,quốc gia,"quốc gia, đất nước",2026-06-14 08:29:26.663376+00,Bài 10,0,10,,,,,,biz
biz-在于,在于,zài yú,动,tại ư,"nằm ở, cốt ở",2026-06-14 08:28:46.715096+00,Bai 8,0,10,,,,,,biz
biz-地点,地点,dì diǎn,名,địa điểm,"địa điểm, vị trí",2026-06-14 08:27:47.467167+00,Bài 6,0,10,,,,,,biz
biz-场合,场合,chǎng hé,名,trường hợp,"dịp, hoàn cảnh, trường hợp",2026-06-14 08:28:40.017536+00,Bai 8,0,10,,,,,,biz
biz-场景,场景,chǎng jǐng,名,trường cảnh,"cảnh vật, khung cảnh",2026-06-14 08:28:45.580004+00,Bai 8,0,10,,,,,,biz
biz-坚实,坚实,jiān shí,形,kiên thực,"vững chắc, kiên cố",2026-06-14 08:28:41.123413+00,Bai 8,0,10,,,,,,biz
biz-埋头苦干,埋头苦干,mái tóu kǔ gàn,语,mai đầu khổ can,chăm chỉ cắm đầu làm việc,2026-06-14 08:28:25.983423+00,Bai 8,0,10,,,,,,biz
biz-基本,基本,jī běn,形,cơ bản,"cơ bản, căn bản",2026-06-14 08:28:13.230688+00,Bài 6,0,10,,,,,,biz
biz-基础,基础,jī chǔ,名,cơ sở,"cơ sở, nền tảng",2026-06-14 08:28:41.250093+00,Bai 8,0,10,,,,,,biz
biz-填写,填写,tián xiě,动,điền tả,"điền vào, ghi vào",2026-06-14 08:28:08.469511+00,Bài 6,0,10,,,,,,biz
biz-处理,处理,chǔ lǐ,动,xử lý,"xử lý, giải quyết",2026-06-14 08:28:03.292429+00,Bài 6,0,10,,,,,,biz
biz-外形,外形,wài xíng,名,ngoại hình,"ngoại hình, hình dáng bên ngoài",2026-06-14 08:29:00.36377+00,Bai 9,0,10,,,,,,biz
biz-外表,外表,wài biǎo,名,ngoại biểu,"vẻ ngoài, bề ngoài",2026-06-14 08:28:52.109473+00,Bai 9,0,10,,,,,,biz
biz-外观,外观,wài guān,名,ngoại quan,"ngoại quan, diện mạo bên ngoài",2026-06-14 08:28:19.538467+00,Bai 8,0,10,,,,,,biz
biz-多个,多个,duō gè,兼,đa cá,"nhiều cái, nhiều đơn vị",2026-06-14 08:29:38.398928+00,Bài 10,0,10,,,,,,biz
biz-多余,多余,duō yú,形,đa dư,"dư thừa, không cần thiết",2026-06-14 08:28:04.931878+00,Bài 6,0,10,,,,,,biz
biz-多种,多种,duō zhǒng,形,đa chủng,"nhiều loại, đa dạng",2026-06-14 08:28:58.245748+00,Bai 9,0,10,,,,,,biz
biz-多花点,多花点,duō huā diǎn,短,đa hoa điểm,bỏ thêm chút tiền hoặc công sức,2026-06-14 08:27:59.418856+00,Bài 6,0,10,,,,,,biz
biz-大大提高,大大提高,dàdà tígāo,短,đại đại đề cao,nâng cao đáng kể,2026-06-14 08:29:24.551628+00,Bai 9,0,10,,,,,,biz
biz-大容量,大容量,dà róngliàng,名,đại dung lượng,dung lượng lớn,2026-06-14 08:28:51.860523+00,Bai 9,0,10,,,,,,biz
biz-大概,大概,dàgài,副,đại khái,"đại khái, khoảng chừng",2026-06-14 08:27:43.88292+00,Bài 6,0,10,,,,,,biz
biz-大王,大王,dàwáng,名,đại vương,"đại vương, vua chúa",2026-06-14 08:28:31.709478+00,Bai 8,0,10,,,,,,biz
biz-大规模,大规模,dà guīmó,形,đại quy mô,quy mô lớn,2026-06-14 08:28:07.706646+00,Bài 6,0,10,,,,,,biz
biz-大部分,大部分,dà bùfen,名,đại bộ phận,"phần lớn, đa số",2026-06-14 08:27:49.463833+00,Bài 6,0,10,,,,,,biz
biz-大量,大量,dàliàng,形,đại lượng,"số lượng lớn, nhiều",2026-06-14 08:28:00.037657+00,Bài 6,0,10,,,,,,biz
biz-太高,太高,tài gāo,短,thái cao,quá cao,2026-06-14 08:29:00.851475+00,Bai 9,0,10,,,,,,biz
biz-失信于人,失信于人,shīxìn yú rén,短,thất tín ư nhân,mất uy tín với người khác,2026-06-14 08:28:51.249059+00,Bai 8,0,10,,,,,,biz
biz-套餐,套餐,tàocān,名,sáo xan,"combo, gói ăn uống trọn bộ",2026-06-14 08:29:07.531223+00,Bai 9,0,10,,,,,,biz
biz-好像,好像,hǎoxiàng,副,hảo tượng,"hình như, có vẻ như",2026-06-14 08:28:58.533147+00,Bai 9,0,10,,,,,,biz
biz-始终,始终,shǐzhōng,副,thủy chung,"từ đầu đến cuối, luôn luôn",2026-06-14 08:29:13.492632+00,Bai 9,0,10,,,,,,biz
biz-姓名,姓名,xìngmíng,名,tính danh,"họ tên, tên đầy đủ",2026-06-14 08:29:41.689122+00,Bài 10,0,10,,,,,,biz
biz-委婉,委婉,wěiwǎn,形,ủy uyển,"khéo léo, uyển chuyển, tế nhị",2026-06-14 08:29:23.209891+00,Bai 9,0,10,,,,,,biz
biz-姿态,姿态,zītài,名,tư thái,"tư thế, thái độ, dáng vẻ",2026-06-14 08:29:44.658061+00,Bài 10,0,10,,,,,,biz
biz-媒体,媒体,méitǐ,名,truyền thể,phương tiện truyền thông,2026-06-14 08:28:03.548909+00,Bài 6,0,10,,,,,,biz
biz-字母,字母,zìmǔ,名,tự mẫu,"chữ cái, ký tự",2026-06-14 08:29:17.644751+00,Bai 9,0,10,,,,,,biz
biz-存在,存在,cúnzài,动,tồn tại,"tồn tại, có mặt",2026-06-14 08:28:42.824287+00,Bai 8,0,10,,,,,,biz
biz-学会,学会,xuéhuì,动,học hội,"học được, thành thạo",2026-06-14 08:28:33.454394+00,Bai 8,0,10,,,,,,biz
biz-安卓,安卓,Ān Zhuó,名,An Trác,hệ điều hành Android,2026-06-14 08:29:06.905327+00,Bai 9,0,10,,,,,,biz
biz-安德鲁,安德鲁,Ān Dé lǔ,名,An Đức Lỗ,tên riêng Andrew,2026-06-14 08:28:31.833915+00,Bai 8,0,10,,,,,,biz
biz-安检,安检,ān jiǎn,名,an kiểm,kiểm tra an ninh,2026-06-14 08:28:57.753405+00,Bai 9,0,10,,,,,,biz
biz-完会,完会,wán huì,动,hoàn hội,kết thúc cuộc họp,2026-06-14 08:28:23.267805+00,Bai 8,0,10,,,,,,biz
biz-完完全全,完完全全,wán wán quán quán,副,hoàn hoàn toàn toàn,"hoàn toàn, trọn vẹn",2026-06-14 08:28:05.685117+00,Bài 6,0,10,,,,,,biz
biz-完成,完成,wán chéng,动,hoàn thành,"hoàn thành, xong",2026-06-14 08:29:37.793841+00,Bài 10,0,10,,,,,,biz
biz-完整,完整,wán zhěng,形,hoàn chỉnh,"đầy đủ, toàn vẹn",2026-06-14 08:28:43.697338+00,Bai 8,0,10,,,,,,biz
biz-宗旨,宗旨,zōng zhǐ,名,tông chỉ,"mục đích, tôn chỉ",2026-06-14 08:28:19.658743+00,Bai 8,0,10,,,,,,biz
biz-定价,定价,dìng jià,动,định giá,"định giá, niêm yết giá",2026-06-14 08:29:02.469959+00,Bai 9,0,10,,,,,,biz
biz-定期,定期,dìng qī,副,định kỳ,"định kỳ, theo kỳ hạn",2026-06-14 08:29:37.158748+00,Bài 10,0,10,,,,,,biz
biz-宝有,宝有,bǎo yǒu,动,bảo hữu,sở hữu quý giá,2026-06-14 08:28:59.870238+00,Bai 9,0,10,,,,,,biz
biz-宝送,宝送,bǎo sòng,动,bảo tống,tặng vật quý,2026-06-14 08:29:06.410964+00,Bai 9,0,10,,,,,,biz
biz-实况,实况,shí kuàng,名,thực huống,"tình hình thực tế, trực tiếp",2026-06-14 08:28:11.475049+00,Bài 6,0,10,,,,,,biz
biz-实在,实在,shí zài,副,thực tại,"thực sự, thực tế",2026-06-14 08:29:31.066291+00,Bài 10,0,10,,,,,,biz
